"","ID.Title","job_total","joboverviewoverview_total"
"job106","925409	senior product manager cart checkout team san bruno ca""","• Bachelor’s degree in Computer Science, Business Administration, Information Systems, or related field and 5 years of experience in product management• Prior experience in the field of ecommerce, preferably in Checkout","    The ideal candidate has prior experience in product management and data analytics across eCommerce and Checkout domains. He/she is a strategic thinker, is analytical, detail and results-oriented with excellent problem-solving skills and a strong work ethic. He/she is a highly motivated self-starter. This individual is an evangelist for his/her product and has a deep understanding of his/her customers’ needs, the product and the competitive landscape. He/she has the confidence and knowledge to successfully own the product. He/she is an excellent communicator and builds strong cross-functional relationships, internally and externally. This individual will be skilled in working across departments to collaborate with Business Managers, User Experience, Application Architects, Engineering Delivery Teams, Project Managers, QA, and Operations teams. His/her product management experience and understanding of agile methodologies is essential to the successful development of requirements and products.This Product Manager role will include: • Developing and championing a product vision, product strategy and product roadmap in support of corporate goals and objectives.• Using customer & market research, customer and user feedback, customer usage and competitive analysis to identify new product opportunities and enhancements.• Working with multiple functions to build and evaluate business cases to support product investment decisions.• Presenting and clearly articulating product strategy to company leadership.• Researching competition and third party vendors to understand the market dynamics• Prioritizing, designing and implementing projects and enhancements • Leveraging data to make informed product decisions.Product Discovery and Definition.• Own the product discovery process.• Collaborate with the business, user experience and engineering teams during discovery to assess value, usability and feasibility of product features.• Specify, prioritize and communicate high level and detailed product requirements while following agile methodology.• Manage partner relationships, identify necessary and/or desirable third-party features; evaluate and select vendors, negotiate agreements and contracts, and manage partnership integration• Manage third-party dependencies and secure necessary engagement / resource alignment for the creation of co-developed product featuresProduct Implementation, Deployment and Support• Engage with engineering and project management during implementation; quickly answer questions that arise during implementation and to make scope tradeoff decisions.• Work closely with Marketing, the Business and AB testing teams to launch products and ensure their adoption.• Coordinate post-launch activities to validate that the product works as designed and that operational processes dependent on the feature successfully complete acceptance testing• Define, track and improve key product metrics.  "
"job107","954395	category manager footwear san bruno ca""","5+ years of proven experience in merchandise, forecasting and product selection3+ years of Managerial experience developing Assoc. Buyers and BuyersIndustry background requiredIn addition, must have experience developing strong business relationships with vendors and industry leadersHave managed and maintained open-to-buyMust have experience managing and creating new categories of business in extremely competitive environmentMust have experience with high risk, high volume, complex categories of goodsMust have experience managing margin to meet category objectivesBachelor's degree or equivalent experience","    As a Category Manager, you are responsible for managing the buying of compelling assortments within multiple high-growth departments for our customers at Walmart.com. It's your job to oversee a team to effectively develop suites of products determining competitive pricing that lives up to our brand promise and analyzing marketplace trends to identify new opportunities for the future and which assortments to transition if they are past their prime ensuring business plans are a win-win for our customers and Walmart.com. Creativity and agility will be paramount as you identify retail trends and synthesize information and partnerships across multiple cross-functional touch points providing forecasts and business solutions in a fast-paced, multi-dimensional environment.You won't do this alone. You work within world-class team of collaborative colleagues and have access to industry-leading merchandising tools and technology to help you analyze and interpret customer, partner, market, business and financial insights at scale. Your job is to bring the art to the science using your intuition and expertise fueled by data, analytics and, above all, a passion for helping our customers save money and live better.Develops and implements strategic direction for multiple departments or categoriesDrives sales and gross profit through the optimization of the product assortment in multiple departments or categoriesDrives the execution of multiple business plans and projects for merchandising conceptsEnsures business needs are being metMaximizes the return on inventory investment in partnership with the Merchandise Planning team, cross-functional partners, and suppliersPromotes and supports company policies, procedures, mission, values, and standards of ethics and integrityProvides supervision and development opportunities for associatesSupports cross-channel and company initiatives to achieve global strategic multi-channel plans "
"job108","925850	marketing manager online marketing san bruno ca""","Bachelor's degree in Business, Engineering, Mathematics, Psychology, or related field and 2 years experience in eCommerce marketing or related field OR 5 years experience in eCommerce marketing or related field.SEM management or analyst experience, ideally within a retail organization or a digital marketing agency.Baseline understanding of data science and algorithm building and tuning. Experience with top-tier bid management platforms (Kenshoo, Marin, etc.)","    Marketing Manager; SEM The Marketing Manager is responsible for managing SEM to maximize sales, traffic, customer acquisition and retention for Walmart. Specific channels include Search Engine Marketing (SEM), partnership marketing SEM, Product shopping (PLAs). The Marketing Manager will be responsible for managing the marketing investment to drive the highest possible returns while meeting daily, weekly, and monthly traffic, sales, and customer acquisition goals. The position is based in any of the following locations: San Bruno, CA, Bentonville, AR, or Hoboken, NJ.• Plan, build, manage, optimize and report on SEM campaigns. • Work closely within a cross-functional digital store team to uncover customer insights that will help advance the business. • Partner with category marketing & merchandising to support key product launches, programming, and seasonal initiatives.• Provide reporting & data analysis to problem solve, identify opportunities and communicate key performance trends to the organization.  • Monitor competitive best practices, keep up with industry trends and introduce new ideas for improving performance.Functional Competencies• Very strong analytical and quantitative skills with a demonstrated ability to interpret and leverage data to drive decision making• 3-6 years of SEM experience building, managing, optimizing, reporting and analyzing campaigns.  AdWords Certification required.• Strong consumer marketing experience and passion for retail and e-commerce.• Structured approach to identifying opportunities, defining solutions and executing action plans• Strong attention to detail combined with the ability to prioritize and meet aggressive targets and deadlines• Ability to translate strategy into tactics and ideas into action (characterized by solid execution). • Excellent business acumen and problem-solving skills • Strong proficiency in Microsoft Office, especially Excel. • Knowledge of SQL or other database query languages a plus but not required.• Understanding of Wal-Mart’s brand promise and the ability to ensure consistent, on-brand messaging.Interpersonal Competencies                                                                                 • Desire to work in a collaborative, cross-functional team environment.• Strong communication skills, including ability to communicate with both business and technical resources. • Creative thinker and thought leader, open to idea exploration with strong problem-solving/analytical abilities. • Results orientation. • Customer focus. • Flexible and responsive; able to perform in a fast paced, dynamic work environment and meet aggressive deadlines. • Demonstrated strength in creating partnerships and in building relationships with other functions and associates within the organization. Leadership Competencies• Ability to own and execute initiatives to meet business goals. Must be a self-starter with a willingness for hands-on program management. • Ability to effectively partner with other business leaderCoordinates, completes, and oversees job-related activities and assignmentsDrives the execution of marketing projects and initiatives for assigned vehicle(s)Ensures compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityMaintains and supports the continuous improvement of Online Marketing systems, processes, and capabilitiesManages and evaluates the performance of marketing vehicle metrics (for example, revenue, visits, conversion rates)Manages the Online Marketing budget for assigned vehicle(s) (for examples, paid search, affiliates, natural search)Manages the Walmart brandManages vendor relationships and contracts for Online Marketing initiativesProvides insight for and influences the development of business strategies for assigned marketing vehicle(s)Provides supervision and development opportunities for associates "
"job109","917255	senior interaction designer mexico sunnyvale ca""","• A strong product design portfolio that demonstrates how you design to solve for both business requirements and customer needs. • Stellar interaction skills (track record of deploying user interface standards and conventions, functional communication flows, dynamic engaging interfaces). • Excellent grasp of the design thinking and process including Product/Interaction/Visual, with the know-how to move from pencil on paper to layout to pixel-perfect handoff using tools such as Sketch, Invision, and Zeplin.  • Deep understanding of design principals and industry trends. • Expert communication and presentation skills with ability to clearly present your work; you are articulate and can advocate design rationale. • Readily give and receive constructive feedback. • Expert partnering with cross functional teams in launching new products and improvements to existing features. • Bachelor’s degree and 5+ years designing for multiple platforms experience, with 3+ years as a senior interaction designer or equivalent practical experience• Speak and read Spanish","    As a Sr. Interaction Designer we need your expertise to make an impact in a highly strategic and important initiative within the International eCommerce team within Walmart. Specifically, your assignment is to apply your deep knowledge of user interaction design (research, conceptual design, prototyping, testing) as part of the Mexico design team to deeply empathize with the customer. You will liaise within cross-functional partnerships across Business, Product, and Engineering and dedicate their collective creativity and execution to delivering experiences that bring delight to our customers, meeting them where they are. Ultimately, your passion to serve and a growth mindset will make you a valuable member of this cross-functional team, owning and crafting effective designs from top to bottom to create delightful and effective eCommerce experiences across multiple platforms. The right fit is someone who is a strategic thinker with an advanced interaction design background, passionate for building in the ecommerce space, who will jump in and make an immediate impact.  What You'll Do• Think conceptually – applying a user-centered approach to requirements and inter-dependencies – to develop engaging interfaces• Steer interaction design decisions based on good judgment, experience, research, and data • Make a real impact at scale through new product launches and interface improvements that affect billions of our customers every day • Be part of a fun, humble team, always learning, collaborating with other designers to deliver a cohesive customer centered experience#LI-KA1  "
"job110","950084	category manager large appliances san bruno ca""","• 4+ years of proven experience in merchandise, forecasting and product selection • 2-3 years developing strong business relationships with vendors and industry leaders • 1-2 years experience managing and maintaining open-to-buy Education level• Bachelor’s degree or equivalent experience Physical Requirements Physical Requirements• Travel required - Typical travel is between 3-5 days per month","    Category Manager will manage the Major Appliances Business including Mini Fridges and Freezers plus subcategories managed by category specialists. It’s your job to closely track your suite of products – determining competitive pricing that lives up to our brand promise and analyzing marketplace trends to identify new opportunities for the future and which assortments to transition if they are past their prime – ensuring business plans are a “win-win” for our customers and Walmart.com. Creativity and agility will be paramount as you identify retail trends and synthesize information from multiple touch points – providing forecasts and supporting business solutions in a fast-paced, multi-dimensional environment. You won’t do this alone. You work within world-class team of collaborative colleagues and have access to industry-leading merchandising tools and technology to help you analyze and interpret customer, partner, market, business and financial insights at scale. Your job is to bring the “art” to the “science” – using your intuition and expertise fueled by data, analytics and, above all, a passion for helping our customers save money and live better.Demonstrates up-to-date expertise in merchandising concepts for assigned categories and applies this to the development, execution, and improvement of action plansDrives sales and gross profit through the optimization of the product assortment in assigned department or categoriesMaximizes the return on inventory investment in partnership with the Merchandise Planning team, cross-functional partners, and suppliersModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityProvides and supports the implementation of business solutionsSupports cross-channel and company initiatives to achieve global strategic multi-channel plans "
"job111","877842	sr tririga developer austin tx""","Bachelor s degree in Computer Science, Information Technology, or related field and 3 years experience in information technology within the past 7 years OR 5 years experience in information technology or related field within the past 7 years.","    Walmart Technology is looking for exceptional software engineers to join our team focused on rebuilding our Real Estate systems. As a member of our Real Estate team you will have the opportunity to implementing Walmart’s enterprise real estate system, TRIRIGA, across the US and all international markets. An agile mindset and a commitment to continuous integration and delivery are foundational behaviors for the members of this team.  Also important is an obsession with delivering value today while driving innovation for the future.  We are looking for people with the right blend of technology skills, business knowledge and a passion for revolutionizing Global Business Services. Specific responsibilities include: • Designing, developing, testing, and implementing robust, scalable services and event processing.• Proven ability to work closely with Stakeholder to analyze and develop suitable enhancements based on requirements• Strong analytical skills with the ability to analyze complex requirements• Operating as part of a small agile unit.• Provide complex technical designs to address business challenges• Applying creative thinking and problem solving to identify and solve for key business opportunities.• Supporting & mentoring team mates.• Create and promote Object Migration Packages consistent with Best Practices• Certified TRIRIGA application developer• Demonstrated expertise with TRIRIGA 9i and 10i Application (Real Estate, Lease, Space Management/CAD, Operations and Maintenance and Transaction Management)• Experienced developer with strong analytical skills and the ability to meet deadlines• Direct experience in design, development and implementation of data integrations to/from the TRIRIGA application.• Experience using SOAP based xml web services, Java and Oracle databases• Strong oral and written communication skills, including presentation skills (MS Visio, MS PowerPoint).  "
"job112","912081	process lead ii general accounting bentonville ar""","Bachelor s degree in Accounting, Finance, or related OR 2 years experience in accounting, finance, or related field.","    Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansExecuting processes in area of expertise across different areas of the Company to ensure efficiency and compliance by, establishing timelines, workflows, and requirements (for example, internal and external audits, third-party vendor audits); supporting and developing training and creating, verifying, and distributing necessary documentation in compliance with regulatory requirements (for example, Sarbanes-Oxley (SOX) or Generally Accepted Accounting Principles (GAAP)) for auditing and reviewing results; managing and verifying functioning of key process and controls; and loading appropriate financial information.Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityPerforming analysis and ensures accuracy of information and compliance with regulatory requirements (for example, Sarbanes-Oxley (SOX), Generally Accepted Accounting Principles (GAAP), payroll, HPPA) in area of expertise by, creating, maintaining, and ensuring accuracy of system queries; comparing data with third-party information, budgets, or actual results; analyzing and researching risks or compliance concerns; analyzing financial data, key performance indicators (KPI), and metrics; evaluating trends and reviewing results for accuracy(for example, reviewing actual performance to plan, identifying gaps, updating forecasts, and recommending actions to correct course of performance, fraud or risk areas, correcting unusual or unexpected balances, remediating noted deficiencies, balance sheet reconciliations, balance sheet account variances); utilizing financial models, plans, and tools; and conducting analyses for special and recurring projects (for example, regulatory changes, segregation of duties for fraud prevention, testing and maintaining process controls).Provides and supports the implementation of business solutionsProvides customer service and reporting in area of responsibility by, providing reports and communicating results (for example, monthly executive summaries, month-end close, budget updates, plans, progress updates on programs and initiatives, reconciliation results, and key metrics) preparing financial information and supporting documentation in accordance with regulatory requirements and audits; supporting key business processes (for example, budgeting and planning), serves as an information resource, providing guidance, and recommendations based on defined policies and practices; supporting relationships with key stakeholders (for example, the leadership of Shared Services, third-party vendors, Finance, Operations, People, Information Systems Divisions, Compliance and Legal departments) to deliver solutions and support; and resolving issues, answering questions, obtaining information, and providing documentation (for example, explaining and resolving variances and anomalies in account balances, representing the business for external audits).Supports projects or process improvements in area of expertise by, identifying, recommending, and supporting the implementation of process improvements and action plans (for example, financial statement closing process, internal and external business factors and risks); participating in the development of key initiatives and objectives across different areas of the company to resolve operational and process issues (for example, audit testing, audit plans); executing processes to ensure efficiency and compliance; and communicating with external departments (for example, Walmart Technology) to resolve process issues  "
"job113","842855	process lead ii cash banking reconciliation bentonville ar""","Bachelor s degree in Accounting, Finance, or related OR 2 years  experience in accounting, finance, or related field.","    Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansExecuting processes in area of expertise across different areas of the Company to ensure efficiency and compliance by, establishing timelines, workflows, and requirements (for example, internal and external audits, third-party vendor audits); supporting and developing training and creating, verifying, and distributing necessary documentation in compliance with regulatory requirements (for example, Sarbanes-Oxley (SOX) or Generally Accepted Accounting Principles (GAAP)) for auditing and reviewing results; managing and verifying functioning of key process and controls; and loading appropriate financial information.Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityPerforming analysis and ensures accuracy of information and compliance with regulatory requirements (for example, Sarbanes-Oxley (SOX), Generally Accepted Accounting Principles (GAAP), payroll, HPPA) in area of expertise by, creating, maintaining, and ensuring accuracy of system queries; comparing data with third-party information, budgets, or actual results; analyzing and researching risks or compliance concerns; analyzing financial data, key performance indicators (KPI), and metrics; evaluating trends and reviewing results for accuracy(for example, reviewing actual performance to plan, identifying gaps, updating forecasts, and recommending actions to correct course of performance, fraud or risk areas, correcting unusual or unexpected balances, remediating noted deficiencies, balance sheet reconciliations, balance sheet account variances); utilizing financial models, plans, and tools; and conducting analyses for special and recurring projects (for example, regulatory changes, segregation of duties for fraud prevention, testing and maintaining process controls).Provides and supports the implementation of business solutionsProvides customer service and reporting in area of responsibility by, providing reports and communicating results (for example, monthly executive summaries, month-end close, budget updates, plans, progress updates on programs and initiatives, reconciliation results, and key metrics) preparing financial information and supporting documentation in accordance with regulatory requirements and audits; supporting key business processes (for example, budgeting and planning), serves as an information resource, providing guidance, and recommendations based on defined policies and practices; supporting relationships with key stakeholders (for example, the leadership of Shared Services, third-party vendors, Finance, Operations, People, Information Systems Divisions, Compliance and Legal departments) to deliver solutions and support; and resolving issues, answering questions, obtaining information, and providing documentation (for example, explaining and resolving variances and anomalies in account balances, representing the business for external audits).Supports projects or process improvements in area of expertise by, identifying, recommending, and supporting the implementation of process improvements and action plans (for example, financial statement closing process, internal and external business factors and risks); participating in the development of key initiatives and objectives across different areas of the company to resolve operational and process issues (for example, audit testing, audit plans); executing processes to ensure efficiency and compliance; and communicating with external departments (for example, Walmart Technology) to resolve process issues "
"job114","949357	head of design mexico sunnyvale ca""","Bachelor's Degree in Human Computer Interaction (HCI), Psychology, Information Science, Design, Communications, English, Writing, or related field and 7 years user experience design or related field OR 10 years’ experience in user experience design or related field.5 years of supervisory experience.Experience with design in technical, consumer or financial industry.Managed distributed teams of 8 or more designers.","    We are flexible to fill this position in Sunnyvale, CA or Mexico City.  This role requires 30% travel.Walmart Lab's mission is simple: to innovate on retail with new technologies, to revolutionize how Walmart approaches digital commerce, and to deliver with speed and agility.Head of Design for Mexico establishes and drives the overall strategy for design, research and execution of our e-commerce properties. This is a senior-level role with significant responsibility, creativity, technical expertise, and business sense required. This role will be a key leader on our team and a peer to the heads of product management and technology. You will work collaboratively with engineers, product managers, executives, and other designers throughout the product development lifecycle. The position requires a laser-like customer focus, a data-driven approach to design, and awareness of current and best practices for mobile and online UX design. The ideal candidate will be comfortable with ambiguity, passionate about design, and able to drive design solutions with minimal direction.  What You'll Do:Recruit and develop extraordinary talent, by coaching, managing and mentoring a team of 10-15 associates across design, research and content. Establish and communicate effective design processes through a strong understanding of user-centered design techniques coupled with practical experience in how a design team should collaborate cross-functionally for maximum effectiveness delivering solutions. Juggle many objectives, as a consistent champion for the customer.Apply and further develop your experience in developing new approaches to design based on industry best practices, including agile and lean product development methodologies.Drive multi-channel user experience strategy and innovation with successful delivery of product roadmaps across 5 platforms & 4 brands (Walmart, Sam’s club, Superama and Bodega Aurrera.Identify the need for analysis of customer behavior changes (for example, spikes in sales, revenues, traffic, abandonment, engagement)Gain strategic alignment within and across the organizationManage and approve prototypes, specification documentation and style guides.Provide overall design direction & full hands-on design work as needed, iteratively creating interaction flows, wireframes, visual, interactive prototypes, and detailed design specifications.Present design work to UX, Business, Product, and Engineering teams, as well as stakeholders and executive leadership and gain buy in on proposed approach.Involves 30% travel.About the opportunityWalmart Mexico and Central America is uniquely positioned to lead the next gen eCommerce world-wide by relying on its unique footprint in the region across its 2,200 stores in 4 store brands to innovate and deliver world-class experience in eCommerce, Retail and Omnichannel shopping. We’re building new teams in Mexico City, Sunnyvale California and Bangalore to accelerate our growth and achieve leadership position in the market.  We are innovating around various levels of customer propositions with the range of brands we build: from high-end shopping with Superama to Membership-based commerce at Sam’s Club all the way to everyday low prices at Walmart (Groceries and General Merchandise) and Bodega Aurrera.#LI-KA1  "
"job115","917845	product manager walmart mexico sunnyvale ca""","What do you have already?• Degree in a technical discipline and MBA preferred.• 2+ years of hands-on product management experience; MBA + 1 year of experience..","    Walmart Lab's mission is simple: to innovate on retail with new technologies, to revolutionize how Walmart approaches digital commerce, and to deliver with speed and agility. We are looking for a hands-on, results-oriented Product Manager to join our Walmart Mexico Product Management team to drive websites in Walmart Mexico and Central America (Walmex). You’ll be driving Products across various platforms to create world-class omni-channel experience for our customers, enabling them to save money and time so they can live better. Best of all, you’ll be part of the founding members of this newly created team, early enough to hold an influential position where you play a key role in our success in the years ahead.About you: •  A product leader with ecommerce instincts, business acumen, analytical skills and judgment. •  Your cadence is a perfect match for the fast pace of Walmart Labs. You’re comfortable getting into the details to deliver a great experience, and you think about long-term product and business strategy for our eCommerce and Retail assets. •  You welcome the opportunity to analyze data, talk to users, build the roadmap, and deliver products and features, while working with cross-functional teams including Engineering, UX, Operations, Supply-chain, and Marketing. •  You are excited to become a global leader within our organization: collaborate with our local Product and Engineering teams in Sunnyvale, CA (USA), developed deep relationships with our Business and UX Teams in Mexico City and drive execution and innovation out of our offices in Sunnyvale, Mexico City and Bangalore working shoulder to shoulder with Engineering, UX and Product teams. International travel is inherent requirement with this role, at least 25% of the time.•  You are a leader with vision. Your eCommerce acumen, shopper empathy, and technical depth carry weight when working across business units in the organization.What you’ll get to do?•  Drive the product vision and roadmap•  Build short-term and long-term strategic product plans that consider user needs, business needs and the broader competitive landscape.•  Product lifecycle management from customer research to concept working across departments to execute, and support company objectives and KPIs.•  Develop clear and compelling product requirements / user stories for new and existing product initiatives, enhancements, with business justification, revenue potential, and operational impact.•  Collaborate with Senior Management to translate company objectives into functional goals.•  Monitor product adoption, proactively identifying opportunities and making actionable recommendations to drive product uptake and effectiveness.•  Ensure we ship high quality products, in a timely, focused manner, including product prioritization and planning, execution, quality of design and build, set estimates for release, and hitting them.•  Own funnel metrics for product launches, active users/members, engagement, and satisfaction.About the opportunityWalmart Mexico and Central America is uniquely positioned to lead the next gen eCommerce world-wide by relying on its unique footprint in the region across its 2,200 stores in 4 store brands to innovate and deliver world-class experience in eCommerce, Retail and Omnichannel shopping. We’re building new teams in Mexico City, Sunnyvale California and Bangalore to accelerate our growth and achieve leadership position in the market.  We are innovating around various levels of customer propositions with the range of brands with build: from high-end shopping with Superama to Membership-based commerce at Sam’s Club all the way to everyday low prices at Walmart (Groceries and General Merchandise) and Bodega Aurrera.  "
"job116","949723	driver coordinator midway tn""","6 months experience performing Walmart Logistics clerical related responsibilities (e.g., filing, data entry, maintaining financial records) using computer applications (e.g., email, spreadsheets, word processing) OR 1 year experience with clerical related responsibilities (e.g., filing, data entry) using computer applications (e.g., email, spreadsheets, word processing)","    Completes work assignments and prioritiesComplies with company policies, procedures, and standards of ethics and integrityDocuments and monitors information related to transportation "
"job117","945702	business analyst walmart merchandising bentonville ar""","Bachelor's degree in Business, Marketing, Mathematics, Statistics or related field and 1 years  experience in data analysis, supplier sales, finance, or related field OR 2 years  experience in data analysis, supplier sales, finance, or related field.","    Assists with the development of business analysis and insights to influence decisionsDemonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansDevelops meaningful business impact through analysisModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityProvides and supports the implementation of business solutionsProvides opportunity identification and business analytics to departments and for projects impacting assigned categorySupports Financial Forecasting teams "
"job118","955907	senior statistical analyst global people analytics bentonville ar""","Bachelor s degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology or related field and 3 years experience in an analytics related field OR Master's degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology or related field and 1 year experience in an analytics related field.","    Analyzes and interprets information for one or more project work streamsDemonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansManages small-scope projects (for example, quick turnaround, low risk projects)Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityParticipates in large cross-functional projectsProvides and supports the implementation of business solutionsSupports projects "
"job119","923968	analyst ii analytics compliance ethics bentonville ar""","Bachelor s degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology, or related field and 2 years  experience in an analytics related field OR Master's degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology, or related field.","    Analyzes and interprets information for one or more project work streamsDemonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansManages small-scope projects (for example, quick turnaround, low risk projects)Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityParticipates in large cross-functional projectsProvides and supports the implementation of business solutionsSupports projects "
"job120","948979	senior statistical analyst bentonville ar""","Bachelor s degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology or related field and 3 years experience in an analytics related field OR Master's degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology or related field and 1 year experience in an analytics related field.","    Analyzes and interprets information for one or more project work streamsDemonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansManages small-scope projects (for example, quick turnaround, low risk projects)Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityParticipates in large cross-functional projectsProvides and supports the implementation of business solutionsSupports projects "
"job121","871414	sr manager bi and analytics hr global people analytics bentonville ar""","Bachelor s degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology or related field and 5 years' experience in an analytics related field OR Master's degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Engineering, Mathematics, Computer Science, Information Technology or related field and 3 years' experience in an analytics related field OR doctoral degree in Statistics, Economics, Analytics, Industrial-Organizational Psychology, Mathematics, Computer Science, Information Technology or related field.","    The person in this role will be accountable for leading projects, directly and influentially leading people, maintaining business relationship management as well as delivering some of the key metrics and dashboards for the Global People Division.  Focuses on providing visualizations and analytic solutions in support of the Global People Division; provides comprehensive analysis and problem solving solutions for business problemsEvaluate and recommend BI and Analytics tools to support the next generation analytics for people division Works with team to translate business requirements into functional specifications and detailed design planProvides comprehensive analysis using a variety of enterprise-wide applications including querying, report writing tools, dashboards, scorecards, drill-through and drill-down capabilities with mobile first mentality Presents ways to effectively visualize information according to specific purposes (e.g., trends vs. point in time analysis) for a specific subject areaProvides input into the development of project work plans, proactively identifying, logging, communicating and addressing issuesPartners with the business in an agile fashion, supporting meaningful visualizations and minor modifications in an expedient fashion; supports business contacts in creation of new reports, including use and effectiveness of the reportsWorks closely with vendors to execute proof of technology and proof of concepts Proven skills around scripting (Java, Angular JS, HTML, etc), automation, and HTML capability Remains up-to-date on the latest visualizations and features available in the business intelligence (BI) tool and can apply the new learnings to technical solutionsProvides input and support to training development process "
"job122","855524	merchandise analytics manager walmart merchandising bentonville ar""","Bachelor’s degree in Business, Marketing, Mathematics, or related field and 2 years experience in retail management, category management, replenishment, supplier sales, finance, or related field OR 4 years experience in retail management, category management, replenishment,supplier sales, finance, or related field.2 years experience using basic functionality of Microsoft Office (for example, Word, Excel, PowerPoint).1 year of supervisory experience.","    • Builds and deploys new Merchandising analytics• Develops and oversees application of new reports, insights, and tools• Drives the execution of multiple business plans and projects for the ModularDevelopment Team• Ensures business needs are being met• Identifies strategic opportunities for multiple complex categories in the design anddevelopment of category modulars• Promotes and supports company policies, procedures, mission, values, andstandards of ethics and integrity• Provides supervision and development opportunities for associates• Supports the continuous improvement of Modular Development team systems andProcessesPromotes and supports company policies, procedures, mission, values, and standards of ethics and integrity by training and providing direction to others in their use and application; ensuring compliance with them; and utilizing and supporting the Open Door Policy.Ensures business needs are being met by evaluating the ongoing effectiveness of current plans, programs, and initiatives; consulting with business partners, managers, co-workers, or other key stakeholders; soliciting, evaluating, and applying suggestions for improving efficiency and cost effectiveness; and participating in and supporting community outreach events.  "
"job123","949404	r quality assurance associate buckeye az""","6 months experience with Walmart Logistics, including clerical related responsibilities (e.g., filing, data entry) using computer applications (e.g., email, spreadsheets, word processing) OR 1 year experience creating files, documents (e.g., emails, letters), spreadsheets, and datasets using computer applications (e.g., MS-Word, Excel)","    Completes work assignments and prioritiesComplies with company policies, procedures, and standards of ethics and integrityMaintains and documents inventory of salvaged, donated, and less than case freightMaintains quality and accuracy of inventoryPrepares, reviews, and analyzes reportsProcesses and submits paperwork, creates and maintains organized files, and identifies and resolves discrepancies in records or files.Provide basic maintenance to equipment (e.g., cleaning, inspecting, changing labels and ribbons). "
"job124","908652	staff software engineer open api iot sunnyvale ca""","- BS or MS degree in Computer Science or equivalent- Must have hands-on programming experience in one of following languages: C, C++, Java or Python. - Strong knowledge in data structures and algorithms. Experience with storage technologies such as MySQL, MongoDB, ElasticSearch, Hive, Cassandra, Hadoop and Kafka- Troubleshoots business and production issues","    The Open API and IoT team is responsible for building capabilities to create new emerging ways to shop across affiliate partners and connected devices. The team is part of the Growth organization and will build new experiences with strategic partners. ,  team, you will get to build highly scalable and highly reliable services which will drive the next generation of shopping experiences.#LI-SH2  "
"job125","926125	facilitator continuous improvement finance operations walmartcom bentonville ar""","1 year experience using basic functionality of computer processing, spreadsheet, and/or data entry software (for example, Word, Excel).","    Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansDrives course developmentMinimizes company financial impact and issues related to eCommerce fraudModels compliance with company policies and procedures and supports company standards of ethics and integrityProvides and supports the implementation of business solutionsProvides technical, job-specific training for hourly and management associates through classroom and computer-based learningSupports daily operations of the service center "
