"","V1","V2","V3","V4","V5"
"statistical",-10.4646693316385,-7.36542303844277,-60.2388238320129,-7.91425231325445,-6.81161039487205
"stores",-7.31417641025665,-58.8838144801133,-24.3576968110946,-8.24548517269831,-7.17901911093875
"strong",-5.5371059597185,-6.86187432768422,-28.2609290200521,-5.63489208322016,-5.87411112583653
"structures",-10.2619550532121,-8.18215582514665,-53.7854761935265,-8.30601185765242,-8.09265424934964
"subject",-7.54269737713808,-33.8253268459001,-55.4378889470065,-10.088196662717,-7.77517249742696
"suggestions",-13.3011391581397,-58.224413480764,-63.4441384995326,-9.44161068480711,-9.86461091685791
"superb",-20.0035475491786,-10.3086870580201,-41.8083290830724,-23.5942745907792,-9.22875575866478
"tableau",-9.01677601094378,-69.0949033084837,-53.072031552563,-21.4511924004973,-7.79011564213584
"tables",-12.0213878136928,-12.3241795288476,-68.9062941273184,-58.9149737919776,-9.04267465569001
"third",-8.19169795575504,-8.82557329706068,-30.0858753048716,-9.02098789231614,-8.84223355013071
"tools",-6.62645464207093,-6.41766757420446,-6.83406749622084,-5.21031379092622,-5.82877711017989
"transactions",-8.45238935270884,-45.6969929158981,-62.646246719839,-10.2141230260305,-10.5318413678542
"trends",-6.99360323465724,-15.1669783600265,-44.5312086050703,-10.7525149953817,-6.71491107815988
"union",-23.4557940431065,-180.795776396787,-63.7522697555779,-57.8097242335397,-9.94066469505628
"upon",-12.3413925112637,-9.53736291222826,-5.82637402154974,-8.85169016628446,-7.73777179402274
"use",-6.88636979787366,-6.63315115295337,-5.36353459233899,-6.38868760714592,-6.58375611409645
"valley",-8.04255152311715,-7.50300410649146,-34.0643301887689,-7.44757946323161,-11.1643522082651
"verbal",-7.1011971981445,-7.68113718778968,-5.64823783014362,-8.08267635895084,-7.81230034501898
"visa",-27.4477130815026,-106.466309475328,-83.7623443565655,-51.6488758990746,-10.1638061985229
"volumes",-9.56392357296966,-31.0391927384975,-56.4778479131481,-9.64546845330871,-8.31780636146035
"well",-5.96450348294824,-7.10418380408369,-4.58935400633402,-6.34650823132618,-6.38864691102644
"will",-4.59529734757201,-4.44490094836786,-24.4274741546339,-4.09774033096244,-4.72971979626158
"written",-6.83710927608202,-7.27031668470298,-5.64039349583054,-7.06695266748031,-7.54732257525201
"abilities",-8.1761831763322,-14.8885312628205,-40.8076402564162,-9.35809407188565,-9.12826697124398
"accessed",-68.8862847482748,-301.964846916665,-58.3551884414804,-10.8097345766533,-12.2984770472929
"across",-5.77707788301901,-6.93254752426304,-5.58605341975541,-5.86038813611571,-6.18592852876835
"application",-16.1827484229298,-8.52031312367987,-10.5034655594665,-6.15345805351154,-5.76446011094186
"applications",-7.70573085134767,-8.3179502907416,-5.71000282201172,-5.37083985525091,-6.82012250615108
"apps",-26.7874603004557,-29.9867091665593,-55.0892109900029,-6.73618379646371,-9.7497929449022
"area",-7.45172520350101,-7.23202573350883,-39.50871220594,-12.9172899605935,-7.25084135945866
"automation",-8.54755708658198,-6.48713745827001,-18.7310104918734,-5.9341312327008,-9.44162606362022
"backend",-56.7928503733713,-9.9198658273167,-58.9077292450438,-7.8498299302676,-33.7169249062666
"beautiful",-13.0939735077311,-9.28677500166254,-38.4052904287096,-8.59530760895504,-59.0787193594739
"builds",-7.78738737440597,-7.32985969493981,-46.9511145659197,-7.86426950100748,-13.545037339411
"can",-6.49498006609296,-9.23482164566004,-4.88245771166084,-6.17898719409418,-6.1305074260926
"care",-6.12887571694848,-22.0279780612443,-42.6906853952965,-10.1279314496575,-6.70818555153206
"computer",-7.8918204548841,-7.06724624817749,-28.854774388108,-4.73445670116121,-6.49850274110108
"concepts",-7.80418883774026,-6.74597815626359,-38.9776483416046,-7.60080629254767,-7.27789061998189
"confidently",-12.2421547609746,-36.1625120953532,-14.0961898413754,-10.697715726079,-9.76375213156761
"coredata",-84.9967777817677,-145.247940435444,-107.185776566211,-10.4338810375368,-349.388434443243
"create",-6.19778656727581,-6.64021443360298,-5.67706292238235,-5.95269184881539,-7.07053141383697
"creating",-7.17069310092962,-7.79699373063121,-26.4821947313427,-6.3286596111993,-9.40249747478838
"currently",-8.20498696660127,-29.352334625828,-18.4807528978775,-8.49776452946694,-9.5226456571983
"customers",-6.33633991938615,-7.84638454697645,-4.17695176968241,-6.10930463706859,-5.91589608968244
"day",-6.34132917235808,-24.8981049192304,-33.199206672128,-6.36756225328811,-6.98840282214433
"debugging",-49.9401072644427,-7.01024139527683,-48.0805032687023,-7.5299311889995,-26.2156623824937
"deep",-8.49190246136372,-7.68435403107023,-31.3464216758337,-6.86249129621803,-6.65768735065803
"details",-7.79143840857801,-8.54138294544018,-19.2383401434128,-7.97300186599324,-8.31432378555415
"developing",-7.37866297459491,-5.87287258522777,-36.5113062334194,-5.64214978192618,-7.20081157776986
"development",-5.70645211880345,-4.39405658881243,-6.0109535226739,-5.13464264159711,-5.68374041909868
"different",-9.3776266982837,-6.96432693560552,-38.6178633963373,-7.362382990417,-8.49517885119377
"drive",-5.46880373596928,-5.65533980453021,-36.5326552313693,-6.78638842021962,-6.18044862909466
"easily",-9.96139061270394,-53.9875868463816,-5.84039833669552,-8.35368663019645,-26.0624965170533
"enable",-7.72585635947355,-6.5017597865655,-41.7052608810558,-7.49330690035843,-7.14581709373275
"engineer",-17.6294818453697,-5.51163304134878,-33.3563946599745,-5.10369763449524,-18.2699279869497
"engineers",-15.8853746048782,-5.92981707489082,-21.190861674514,-5.2890664316861,-11.6567832881261
"enthusiastic",-10.6134485865851,-8.22566752797631,-34.9799413457767,-8.43184934076754,-10.8693880620654
"every",-8.36875346269413,-7.74956916979467,-16.2067649223866,-6.5169789894803,-6.45618739330464
"everyday",-11.4233215784428,-8.14578513922241,-21.7312364271519,-8.62481935043472,-10.8438845001385
"exciting",-7.93687044261358,-8.50852260172943,-7.23362292849123,-6.70738083069719,-10.7423180165029
"facing",-8.28281202593759,-12.4798280641462,-16.5114755430947,-7.44423921956896,-8.39321893149122
"fall",-73.5202912457625,-86.5946476380706,-26.7508326825932,-9.63310320081447,-48.5525287083386
"features",-21.2597600285209,-6.25760779698321,-32.9911062169409,-5.1581627391219,-8.61131433707183
"focused",-7.43289467747228,-9.19776670147315,-29.010161715554,-7.02096934709571,-8.13436125986494
"foundation",-10.5836155106726,-22.7515381141388,-27.9299557042117,-7.27014572917601,-8.57733193271421
"frameworks",-19.3671671869041,-11.0426987201566,-36.3363440844414,-6.37650374395194,-8.05671968774521
"frameworksimagine",-68.0043285685396,-285.270403605371,-84.0621357213065,-11.733164021667,-62.8458918492733
"full",-7.32643599591254,-8.78868157105478,-34.8322331884638,-7.17346795297906,-6.47337602979483
"fun",-36.2026626164891,-60.8840869169008,-14.9929406159615,-8.23057226274024,-9.20490172042365
"functional",-5.60101888689799,-5.03068335839267,-36.3595747089058,-6.48543078938682,-7.63514390946661
"fundamentalsimagine",-351.55811553174,-36.0942818590156,-70.2366933415238,-12.8317763103834,-335.199172806616
"gcd",-36.1474650522005,-119.210917837175,-67.5947479041927,-12.8317763103996,-352.766558187698
"gets",-9.54476727796311,-101.280858207961,-42.5218896742052,-9.31899787023699,-11.0208197592306
"highly",-6.2477166803767,-6.11272444454842,-11.4608803909167,-5.65746284163112,-7.69388637261409
"important",-7.90614666122283,-15.4895304936223,-37.6481611008395,-7.62080083692304,-7.90656710335313
"innovative",-6.49550771866066,-6.98483079171882,-26.3444681656562,-6.10031469966686,-7.28462251220908
"inquisitive",-11.8394302184452,-33.7331277041745,-13.8300126215963,-9.20302024031426,-11.3557739145323
"interns",-58.4734562237439,-86.4353958353721,-25.4736751093126,-9.61290051368999,-47.9374612869102
"ios",-9.80373910406364,-9.07214477929747,-8.37827462443517,-5.67387985473178,-35.6505044448287
"large",-6.83552430046458,-7.05550234468822,-37.8791761881377,-5.45016327124619,-6.59852342228004
"laser",-12.8120757988562,-8.69637121597303,-8.84183572191858,-9.96305986101011,-58.7486318530959
"less",-9.34954706579198,-55.4213058027788,-36.570493633511,-10.4656682952525,-10.3250068402695
"lines",-7.68280021133906,-9.4952130356111,-44.9415379898408,-8.08685945352653,-10.8905538636526
"looking",-6.56769823077086,-6.4969910503654,-29.9988702253408,-4.81516036495095,-6.60061746272126
"major",-8.81261406497551,-7.34865240778431,-20.3164607734279,-7.43967003717946,-8.84853244029119
"many",-8.85761435989597,-7.3280472193346,-5.96563443781771,-6.54666300330709,-7.96393026065704
"mapkit",-42.214921429002,-340.174444296197,-110.981893530159,-10.7523789206778,-20.1917000486999
"meaningful",-10.63112816802,-10.54161141158,-19.6957497728812,-8.33430778471243,-7.46084733668054
"motivated",-6.75447563783639,-9.11834220129256,-19.0552338793532,-5.98199053598361,-8.53800246845948
"multiple",-5.85515107419159,-6.80402799660118,-8.11850713539424,-6.54550933714372,-7.38889555530209
"objective",-9.04975684905029,-9.54917265829949,-43.4419094433457,-7.6726356036891,-9.7698631865958
"obsessively",-104.38398761947,-32.0784035810861,-11.5441586795874,-9.47455799460988,-293.559088817017
"osx",-36.5820573768694,-12.1168446708398,-74.9552107814857,-9.21410932341574,-39.8689109679153
"passionate",-9.1874830270363,-21.1470494299521,-28.066210474406,-6.19445986510321,-7.65331600763361
"people",-6.67403791068464,-8.40888893499578,-5.68156571025227,-5.66339293920362,-6.36359381435012
"plus",-6.64528973656889,-6.71172548086777,-22.4628348254534,-6.16753546079492,-7.09492675739254
"product",-5.52984884000628,-4.6316736013106,-37.3044904127302,-5.78189171360087,-5.36817116310439
"productimagine",-364.028006795427,-322.041597648413,-59.9219890559981,-13.5249234908951,-360.03869813391
"proficiency",-8.07788603885132,-9.42401630774864,-38.0278741703245,-8.67410255733988,-8.16361518724101
"programming",-16.1304430040943,-7.7060565572021,-34.4933560069338,-6.25243068342535,-7.44722232892787
"projects",-5.18174775535104,-7.74555940402393,-37.0663939950899,-6.38402078026387,-6.53944116062377
"python",-29.1133067473308,-8.08918431906531,-24.6309417596484,-6.92218739709858,-7.29225597073614
"really",-12.772999453755,-85.1177690306146,-47.0105056115643,-9.46438415557461,-11.5093099681383
"scale",-8.04001408884869,-7.84591411604744,-45.0461014984603,-5.3347763028957,-7.27639966472006
"science",-9.65375702668086,-6.84476432042792,-34.1424063671055,-4.86676394168092,-5.94809865557087
"scripting",-9.80098239282366,-7.76355032806447,-37.823557136623,-7.53787756205231,-8.53193947140289
"sdk",-94.4584258815075,-72.1008404844321,-64.9838146879682,-10.4338810375368,-100.985560774068
"seamlessly",-9.3260106777715,-23.6645809149892,-26.001214387097,-8.18933819863049,-23.3730838838838
"seek",-12.5107468829283,-16.5473169005213,-19.941660492962,-8.71763721580184,-9.0204814361655
"seeking",-6.59166132470474,-7.19921347898254,-40.6796458592357,-6.67491805189937,-7.54032128069393
"share",-7.3587181194611,-75.7505225663798,-50.9979004138138,-9.066847356098,-7.8055865875465
"shell",-25.8979588958735,-9.62065543609452,-9.82141886098901,-8.19567067786139,-10.4911896197915
"skillsimagine",-13.2707229541375,-29.425611204437,-49.8166609585417,-10.5146166510361,-13.4552800450178
"smallest",-49.5577629922873,-32.9116415304202,-9.22742141232963,-9.55649939812967,-15.7857779386676
"solid",-7.66580735538572,-7.69266195847929,-28.3920316154789,-7.3207163925959,-8.72160945958803
"solve",-8.30518267143253,-10.0222409101897,-22.3049347144156,-6.94265554065273,-7.27274350567692
"standard",-7.54961681702205,-7.91053889819399,-7.45641596694887,-8.95946019089095,-8.8978085543914
"summer",-41.6963052272203,-87.4630916101547,-19.9382625678466,-9.43060415165182,-19.6995172587279
"team",-4.84845640142563,-4.50335514251176,-6.84480908965648,-3.97784698377741,-5.12902163185364
"teamsimagine",-325.928304139921,-12.368526350087,-57.9831244800759,-13.46935557065,-345.540718463249
"technologies",-9.63337305719257,-5.59212659948405,-25.1982743708202,-5.30102979166599,-5.97312331782219
"test",-9.51115650537724,-4.10683450802771,-43.261652388131,-6.78218205604325,-13.8044559060551
"time",-6.17128281529455,-7.30434899348435,-4.74408104605357,-7.38603797579035,-6.25940839971049
"toolsimagine",-44.317145979872,-11.8946149892719,-69.2641806271246,-12.8940485670718,-35.660681929427
"uikit",-67.801335107882,-78.3574786850672,-63.3538164004784,-9.08227223440478,-49.9167868786314
"unix",-21.0504373580658,-10.6273410462625,-35.2267228997275,-7.7811292824012,-8.47428273990613
"user",-8.42049325011894,-6.56660444510195,-28.6706811016818,-5.52294424885591,-7.65726246618455
"utilized",-20.5654232944118,-119.340313181921,-8.91944619443571,-10.8423000257203,-10.192376380018
"vision",-7.06213323554561,-12.5425148726959,-39.5768375958841,-6.63003868725755,-7.47301244425378
"want",-7.76733862828171,-31.3317261707673,-5.723629285524,-8.07645711085097,-7.35835124753016
"waysimagine",-363.733400559586,-322.379426487232,-56.7633251986549,-13.5249234908951,-359.420681192186
"web",-7.98691025679984,-24.3304418983929,-7.17021327544418,-5.84730092791211,-6.95756983019696
"weeks",-33.1758733010411,-54.7320732985722,-5.65693486222243,-26.6458285323384,-21.1285041880786
"wireless",-10.9975484259496,-7.04979428480154,-16.2133804575035,-8.33413915256234,-33.2542409488443
"actively",-8.54803186080503,-10.7559662822404,-15.9695558811652,-9.18987390656924,-8.56781445530767
"algorithmic",-52.5020434505604,-59.1726646868822,-26.9845927527275,-7.96809543312632,-27.0991745596954
"algorithms",-44.8297827002079,-7.42828926367474,-34.8014551558067,-6.02220971648602,-9.09853522189748
"architectures",-51.918206438977,-7.50682880095,-30.416856672168,-8.03114817857185,-8.27555617629385
"art",-22.9275025123287,-7.42948023292518,-18.1321038007861,-7.55475128814163,-10.2881194120312
"aspects",-7.34587532902829,-7.06227712214731,-25.4743963431661,-8.17015024191113,-7.62374766647533
"aware",-10.8935436653508,-47.4722636801326,-13.1013295361657,-9.34495648051495,-8.94130849427109
"background",-8.19411187329476,-7.24840293611608,-5.73666005260233,-7.25321798620073,-6.53264768210433
"baseball",-372.320708900485,-63.2808908331583,-9.61158731091101,-16.1050001243694,-356.026683026806
"brainstorming",-10.3841927099369,-9.01546976527712,-26.4979897890151,-9.58284517736313,-18.6309018304649
"brand",-8.77484035869911,-39.9927823823544,-11.9987080206082,-8.40149464542173,-8.73963149251849
"builders",-53.954834763282,-45.4667705426366,-11.5125240168579,-11.2568028469403,-10.4762608232748
"cell",-27.097348843863,-6.39805386388909,-20.9214103840957,-32.3452854835143,-32.2475663484694
"challenges",-8.58153352894495,-7.45704712343453,-8.48825890881646,-7.08497662747905,-7.42193160205094
"classification",-29.2050638441423,-53.9247366637506,-33.3896017370644,-8.90417646015988,-9.31391913785206
"closely",-6.29312291559383,-6.13665215998402,-17.182500674516,-6.25065135559476,-7.89058628256999
"collaborative",-7.90631220492045,-7.35263741182864,-27.4922436071774,-7.78518459764147,-7.71804097476757
"come",-11.6130003389836,-7.370028441247,-23.3417505474946,-7.37013775426665,-7.59746260506212
"continues",-23.5579086220624,-88.5915826957265,-33.5352757024282,-10.4149908942891,-9.13909992249557
"contribute",-8.81095148018768,-7.68786298153732,-30.6183951053233,-6.48868522846499,-8.75748272597765
"core",-8.06575313990004,-6.46234393919865,-35.780668515063,-6.53417421394105,-7.78068684299316
"corelocation",-57.9252548846912,-70.7806751475891,-19.0863507582056,-9.91402824331507,-34.1057274028916
"cross",-5.61449208398889,-5.08813289838712,-37.724743068482,-6.31505068442564,-7.41774479204518
"crowd",-356.300825444164,-54.6727876351117,-12.6102327685362,-9.37458655155857,-336.913287955866
"daemon",-372.041148351826,-60.9778793332183,-9.65666254286126,-14.1096691691644,-357.289602779342
"dead",-61.2824100740025,-44.3734698704833,-10.315642943311,-9.47145051600216,-96.9977664245297
"deployment",-7.80456128141908,-11.0098651094394,-44.815439904173,-7.22007980545659,-7.42955347744449
"design",-6.51880913655028,-3.56434133593025,-29.8215730568585,-5.00967407770097,-5.95037168535843
"designing",-15.7787168429844,-6.88849562758895,-35.9534853048295,-6.30691490931005,-7.13084943825458
"designs",-15.9461633899642,-5.53346259047594,-30.9115689691339,-7.70819675295135,-8.31720474471094
"desire",-10.079229384332,-11.8711732372909,-11.8003984899218,-7.61296875058167,-8.36040446802746
"developers",-13.2061229025441,-31.4503150802129,-5.55143706458601,-6.3209122695132,-7.58178992310927
"difference",-9.01628839930559,-32.6788274868187,-20.5827628836132,-7.99780834563167,-8.42185453836676
